Potri.005G173200	TCONS_00095623
Potri.018G141800	TCONS_00276920
Potri.010G250100	TCONS_00181659
Potri.003G120600	TCONS_00069805
Potri.008G207700	TCONS_00149548
Potri.006G181400	TCONS_00115261
Potri.015G029000	TCONS_00242114
Potri.003G176900	TCONS_00063412
Potri.004G010500	TCONS_00081336
Potri.001G381900	TCONS_00031539
Potri.008G005800	TCONS_00140858
Potri.008G199900	TCONS_00158188
Potri.003G038400	TCONS_00057711
Potri.004G227700	TCONS_00080777
Potri.006G252200	TCONS_00118066
Potri.002G243900	TCONS_00055277
Potri.003G145100	TCONS_00062118
Potri.005G205800	TCONS_00096929
Potri.013G014700	TCONS_00214780
Potri.001G449100	TCONS_00033732
Potri.008G220400	TCONS_00149900
Potri.002G097200	TCONS_00038872
Potri.011G166900	TCONS_00197556
Potri.004G228700	TCONS_00080875
Potri.003G056900	TCONS_00058434
Potri.002G197500	TCONS_00042863
Potri.004G153900	TCONS_00086262
Potri.002G150000	TCONS_00051795
Potri.007G017300	TCONS_00130456
Potri.006G087300	TCONS_00122161
XLOC_022921	TCONS_00081301
Potri.001G275000	TCONS_00027866
Potri.003G015300	TCONS_00065565
Potri.003G079500	TCONS_00068026
Potri.001G452700	TCONS_00033865
Potri.001G046700	TCONS_00018999
Potri.003G199100	TCONS_00064238
Potri.004G223700	TCONS_00080640
Potri.009G047700	TCONS_00167155
Potri.012G065000	TCONS_00205897
Potri.002G045500	TCONS_00047481
Potri.010G067300	TCONS_00184862
Potri.014G096000	TCONS_00229393
Potri.017G125200	TCONS_00265833
Potri.005G059000	TCONS_00100971
Potri.001G237400	TCONS_00026515
Potri.001G141300	TCONS_00022822
Potri.014G079400	TCONS_00236438
Potri.007G112000	TCONS_00133829
Potri.008G166300	TCONS_00147470
Potri.019G000900	TCONS_00282945
Potri.010G021600	TCONS_00182783
Potri.001G113800	TCONS_00004082
Potri.015G068100	TCONS_00243656
Potri.014G083800	TCONS_00236572
Potri.001G049100	TCONS_00019097
Potri.001G165400	TCONS_00006323
Potri.016G010900	TCONS_00252036
Potri.005G116800	TCONS_00103121
Potri.006G208300	TCONS_00126833
Potri.009G164600	TCONS_00171633
Potri.006G123600	TCONS_00113107
Potri.001G231800	TCONS_00026263
Potri.003G118400	TCONS_00069720
Potri.014G193300	TCONS_00240755
Potri.005G094600	TCONS_00093047
Potri.007G015300	TCONS_00130339
Potri.001G148100	TCONS_00005418
Potri.005G052800	TCONS_00100811
Potri.013G151500	TCONS_00225271
Potri.006G254200	TCONS_00128437
Potri.006G039400	TCONS_00109849
Potri.006G100900	TCONS_00112312
Potri.001G280500	TCONS_00010484
Potri.006G165100	TCONS_00114717
Potri.004G197000	TCONS_00087702
Potri.019G019100	TCONS_00287540
Potri.017G009700	TCONS_00261996
Potri.007G048800	TCONS_00136937
Potri.010G027600	TCONS_00172708
Potri.004G111500	TCONS_00076966
Potri.006G138000	TCONS_00124319
Potri.011G139300	TCONS_00196724
Potri.009G041700	TCONS_00160971
Potri.006G231700	TCONS_00117222
Potri.016G006500	TCONS_00257001
Potri.013G158100	TCONS_00225463
Potri.005G259900	TCONS_00108542
Potri.003G080300	TCONS_00068091
Potri.008G024100	TCONS_00150799
Potri.017G043000	TCONS_00263171
Potri.010G004100	TCONS_00182140
Potri.005G099600	TCONS_00102516
Potri.008G137300	TCONS_00155870
Potri.015G087100	TCONS_00244530
Potri.001G250500	TCONS_00009361
Potri.010G019100	TCONS_00182655
Potri.014G094900	TCONS_00236995
Potri.005G168900	TCONS_00095423
Potri.006G237700	TCONS_00117537
Potri.018G099400	TCONS_00281049
Potri.008G052500	TCONS_00152158
Potri.007G120100	TCONS_00134088
Potri.013G105200	TCONS_00223815
Potri.010G085900	TCONS_00174973
Potri.004G092100	TCONS_00076265
Potri.013G126900	TCONS_00224614
Potri.012G036600	TCONS_00210342
Potri.011G132700	TCONS_00202039
Potri.003G210200	TCONS_00064575
Potri.006G100800	TCONS_00122613
Potri.009G085400	TCONS_00162649
Potri.018G125400	TCONS_00276389
Potri.001G246200	TCONS_00009178
Potri.003G059500	TCONS_00067104
Potri.006G149800	TCONS_00114188
Potri.002G230700	TCONS_00054761
Potri.013G026100	TCONS_00221053
Potri.004G137500	TCONS_00085703
Potri.004G171600	TCONS_00086856
Potri.019G058000	TCONS_00289103
Potri.010G162800	TCONS_00177786
Potri.018G051300	TCONS_00279333
Potri.006G035500	TCONS_00120219
Potri.005G197500	TCONS_00096651
Potri.002G131200	TCONS_00051054
Potri.016G121200	TCONS_00255899
Potri.010G200600	TCONS_00179580
Potri.018G022700	TCONS_00272168
Potri.003G155200	TCONS_00071098
Potri.007G099400	TCONS_00138704
Potri.001G321300	TCONS_00029294
Potri.013G017000	TCONS_00220700
Potri.001G180600	TCONS_00024260
Potri.006G014800	TCONS_00109034
Potri.001G297400	TCONS_00028640
Potri.004G133500	TCONS_00085542
Potri.001G264100	TCONS_00027465
Potri.T059800	TCONS_00300943
Potri.001G425500	TCONS_00033016
Potri.001G076500	TCONS_00020280
Potri.003G212400	TCONS_00072923
Potri.004G113900	TCONS_00084898
Potri.001G000900	TCONS_00017449
Potri.002G106600	TCONS_00050047
Potri.008G165500	TCONS_00147449
Potri.013G008600	TCONS_00214543
Potri.003G078900	TCONS_00067997
Potri.010G044400	TCONS_00173312
Potri.009G050000	TCONS_00167244
Potri.008G178800	TCONS_00148056
Potri.001G186600	TCONS_00007014
Potri.008G184900	TCONS_00157573
Potri.001G392500	TCONS_00014654
Potri.004G076200	TCONS_00083564
Potri.005G006300	TCONS_00089863
Potri.T153100	TCONS_00300663
Potri.001G133400	TCONS_00022494
Potri.010G046800	TCONS_00183977
Potri.001G036000	TCONS_00018665
Potri.001G189800	TCONS_00007120
Potri.004G004800	TCONS_00073571
Potri.008G157900	TCONS_00156537
Potri.005G125000	TCONS_00103543
Potri.006G253400	TCONS_00128415
Potri.001G470300	TCONS_00017201
Potri.011G042500	TCONS_00198900
Potri.010G070200	TCONS_00185027
Potri.017G049300	TCONS_00268035
Potri.017G133700	TCONS_00266148
Potri.005G201400	TCONS_00106156
Potri.008G050200	TCONS_00142801
Potri.001G074100	TCONS_00002529
Potri.009G123400	TCONS_00163840
Potri.006G116900	TCONS_00123355
Potri.001G108700	TCONS_00003841
Potri.018G102000	TCONS_00275528
Potri.008G130300	TCONS_00155584
Potri.004G187400	TCONS_00087393
Potri.013G118500	TCONS_00218829
Potri.006G139500	TCONS_00124388
Potri.008G084700	TCONS_00144042
Potri.009G138000	TCONS_00170755
Potri.013G015500	TCONS_00214847
Potri.012G145800	TCONS_00214099
Potri.008G010800	TCONS_00150401
Potri.006G059100	TCONS_00110654
Potri.006G265600	TCONS_00118538
Potri.006G232700	TCONS_00117257
Potri.013G161200	TCONS_00220070
Potri.006G255800	TCONS_00128532
Potri.011G044900	TCONS_00193757
Potri.010G137000	TCONS_00176789
Potri.001G369600	TCONS_00031178
Potri.001G131000	TCONS_00004797
Potri.005G000300	TCONS_00089423
Potri.012G118500	TCONS_00213243
Potri.004G015800	TCONS_00081531
Potri.013G040900	TCONS_00215630
Potri.006G248300	TCONS_00128261
Potri.015G033300	TCONS_00247725
Potri.017G076400	TCONS_00264150
Potri.011G052100	TCONS_00193934
Potri.003G215600	TCONS_00064701
Potri.014G053900	TCONS_00227783
Potri.010G007200	TCONS_00182277
Potri.005G249700	TCONS_00108091
Potri.018G131000	TCONS_00282165
Potri.012G111100	TCONS_00207784
Potri.013G135200	TCONS_00224997
Potri.001G333700	TCONS_00029782
Potri.010G089600	TCONS_00175094
Potri.016G057100	TCONS_00253463
Potri.008G012400	TCONS_00150476
Potri.009G125000	TCONS_00170385
Potri.013G079200	TCONS_00217294
Potri.009G021600	TCONS_00166263
Potri.017G074800	TCONS_00264068
Potri.006G107900	TCONS_00112513
Potri.001G347900	TCONS_00012991
Potri.012G124500	TCONS_00213512
Potri.013G033900	TCONS_00215417
Potri.010G096000	TCONS_00175373
Potri.005G192100	TCONS_00096368
Potri.002G111900	TCONS_00039569
Potri.005G202700	TCONS_00106187
Potri.010G115700	TCONS_00186980
Potri.001G087800	TCONS_00002958
Potri.016G079600	TCONS_00259428
Potri.001G287000	TCONS_00010739
Potri.017G091100	TCONS_00269528
Potri.003G174400	TCONS_00071698
Potri.001G282100	TCONS_00010534
Potri.018G113100	TCONS_00281592
Potri.015G101300	TCONS_00245137
Potri.003G046200	TCONS_00057999
Potri.002G209700	TCONS_00053924
Potri.008G197400	TCONS_00148927
Potri.002G022300	TCONS_00035659
Potri.011G134700	TCONS_00196493
Potri.004G065900	TCONS_00083176
Potri.013G123800	TCONS_00224481
Potri.001G054800	TCONS_00019413
Potri.016G066200	TCONS_00253892
Potri.002G141300	TCONS_00051535
Potri.006G194900	TCONS_00126251
Potri.002G243000	TCONS_00044798
Potri.001G376500	TCONS_00031373
Potri.003G192200	TCONS_00072152
Potri.007G036100	TCONS_00136445
Potri.014G162800	TCONS_00239517
Potri.002G035700	TCONS_00036303
Potri.012G094100	TCONS_00207136
Potri.004G048400	TCONS_00082650
Potri.001G162900	TCONS_00023672
Potri.003G072800	TCONS_00067712
Potri.016G141300	TCONS_00261464
Potri.002G062500	TCONS_00048247
Potri.009G049800	TCONS_00167237
Potri.012G063500	TCONS_00211372
Potri.003G026500	TCONS_00065966
Potri.004G113400	TCONS_00084866
Potri.008G141100	TCONS_00155968
Potri.005G005400	TCONS_00099188
Potri.005G233800	TCONS_00107497
Potri.015G053300	TCONS_00243143
Potri.001G143200	TCONS_00005195
Potri.013G087300	TCONS_00217672
Potri.008G115300	TCONS_00145399
Potri.003G117300	TCONS_00069697
Potri.018G071200	TCONS_00280040
Potri.017G050700	TCONS_00263367
Potri.008G101700	TCONS_00154333
Potri.T125900	TCONS_00295097
Potri.014G022700	TCONS_00226550
Potri.011G130000	TCONS_00196360
Potri.003G001400	TCONS_00065136
Potri.001G410100	TCONS_00032559
Potri.011G125200	TCONS_00201817
Potri.004G092400	TCONS_00084190
Potri.005G045700	TCONS_00100579
Potri.001G037500	TCONS_00018708
Potri.012G002600	TCONS_00209017
Potri.001G237300	TCONS_00026501
Potri.002G060100	TCONS_00037282
Potri.002G093900	TCONS_00049524
Potri.001G113100	TCONS_00004037
Potri.001G456800	TCONS_00016684
Potri.018G145200	TCONS_00277080
Potri.019G055800	TCONS_00288957
Potri.009G143800	TCONS_00164521
Potri.002G234600	TCONS_00044424
Potri.004G090400	TCONS_00084005
Potri.001G275400	TCONS_00010186
Potri.001G370200	TCONS_00031195
Potri.016G031900	TCONS_00257813
Potri.009G078700	TCONS_00168388
Potri.016G084900	TCONS_00254543
Potri.009G034500	TCONS_00166732
Potri.T081100	TCONS_00302978
Potri.001G302100	TCONS_00028787
Potri.015G087800	TCONS_00249757
Potri.005G252600	TCONS_00098725
Potri.012G121700	TCONS_00213438
Potri.012G076800	TCONS_00211880
Potri.012G134100	TCONS_00208563
Potri.009G083900	TCONS_00162574
Potri.008G209000	TCONS_00158519
Potri.011G095700	TCONS_00200852
Potri.015G097200	TCONS_00250060
Potri.001G096100	TCONS_00021229
Potri.006G121100	TCONS_00123525
Potri.014G060100	TCONS_00227959
Potri.006G231000	TCONS_00117208
Potri.005G060800	TCONS_00101002
Potri.002G146800	TCONS_00040805
Potri.016G109600	TCONS_00255428
Potri.016G036300	TCONS_00258003
Potri.016G004800	TCONS_00256952
Potri.012G128700	TCONS_00208416
Potri.015G125100	TCONS_00245917
Potri.013G024000	TCONS_00220955
Potri.003G216300	TCONS_00073019
Potri.005G141500	TCONS_00094483
Potri.008G200400	TCONS_00149039
Potri.010G138600	TCONS_00176855
Potri.005G147500	TCONS_00104357
Potri.017G129800	TCONS_00270615
Potri.008G202800	TCONS_00149337
Potri.010G173100	TCONS_00178212
Potri.003G082800	TCONS_00059551
Potri.005G148100	TCONS_00094708
Potri.009G087100	TCONS_00162735
Potri.015G138700	TCONS_00251351
Potri.014G088900	TCONS_00236807
Potri.001G398800	TCONS_00014859
Potri.006G071000	TCONS_00121581
Potri.006G235200	TCONS_00117426
Potri.006G197700	TCONS_00115697
Potri.007G096300	TCONS_00138551
Potri.007G079500	TCONS_00138027
Potri.001G058700	TCONS_00019578
Potri.003G165900	TCONS_00062992
Potri.T147900	TCONS_00300116
Potri.001G144400	TCONS_00022948
Potri.004G135800	TCONS_00077732
Potri.008G009800	TCONS_00141026
Potri.001G467800	TCONS_00017055
Potri.004G053000	TCONS_00074988
Potri.007G020100	TCONS_00135820
Potri.003G021500	TCONS_00065799
Potri.013G015300	TCONS_00220635
Potri.002G168100	TCONS_00052492
Potri.012G083700	TCONS_00206781
Potri.004G168500	TCONS_00078743
Potri.015G004100	TCONS_00246702
Potri.004G231000	TCONS_00080954
Potri.008G182300	TCONS_00157451
Potri.011G119300	TCONS_00201626
Potri.009G056500	TCONS_00161458
Potri.004G152900	TCONS_00086203
Potri.015G134700	TCONS_00251222
Potri.008G093400	TCONS_00154031
Potri.008G055100	TCONS_00142902
Potri.007G143200	TCONS_00134773
Potri.003G004600	TCONS_00065197
Potri.008G155400	TCONS_00156424
Potri.008G057400	TCONS_00143029
Potri.018G066600	TCONS_00279860
Potri.006G251900	TCONS_00118058
Potri.002G072900	TCONS_00037829
Potri.005G036500	TCONS_00090796
Potri.001G152800	TCONS_00005671
Potri.002G082200	TCONS_00049087
Potri.001G409900	TCONS_00015197
Potri.001G204000	TCONS_00025210
Potri.008G178100	TCONS_00148032
Potri.014G010100	TCONS_00233844
Potri.010G036400	TCONS_00183546
Potri.009G025700	TCONS_00160408
Potri.002G099800	TCONS_00038955
Potri.001G211000	TCONS_00007934
Potri.003G085800	TCONS_00068276
Potri.001G184100	TCONS_00024428
Potri.014G034000	TCONS_00226890
Potri.001G036900	TCONS_00018689
Potri.005G002200	TCONS_00099103
Potri.014G121900	TCONS_00237980
Potri.005G250200	TCONS_00098671
Potri.014G178500	TCONS_00232725
Potri.001G352800	TCONS_00030514
Potri.017G069300	TCONS_00268739
Potri.009G158200	TCONS_00165028
Potri.011G109300	TCONS_00195647
Potri.002G086200	TCONS_00049246
Potri.008G019900	TCONS_00150619
Potri.003G095300	TCONS_00068736
Potri.014G019700	TCONS_00234233
Potri.014G115000	TCONS_00230099
Potri.008G000600	TCONS_00150104
Potri.014G042000	TCONS_00234951
Potri.015G031800	TCONS_00247677
Potri.001G349400	TCONS_00013073
Potri.007G105800	TCONS_00133647
Potri.011G106300	TCONS_00201202
Potri.004G032500	TCONS_00074276
Potri.009G038300	TCONS_00160833
Potri.014G171300	TCONS_00232479
Potri.002G254700	TCONS_00045125
Potri.014G053000	TCONS_00235271
Potri.001G083900	TCONS_00002842
Potri.009G118800	TCONS_00169951
Potri.006G213300	TCONS_00126943
Potri.012G117600	TCONS_00213174
Potri.016G105000	TCONS_00255297
Potri.016G110200	TCONS_00260512
Potri.005G230700	TCONS_00107375
Potri.006G147800	TCONS_00124663
Potri.006G005200	TCONS_00108782
Potri.006G141400	TCONS_00113775
Potri.013G127900	TCONS_00224661
Potri.002G032600	TCONS_00036211
Potri.016G064500	TCONS_00258950
Potri.013G070900	TCONS_00216905
Potri.010G196300	TCONS_00179388
Potri.003G209500	TCONS_00064561
Potri.006G020700	TCONS_00119730
Potri.002G113400	TCONS_00050405
Potri.010G220000	TCONS_00191038
Potri.010G148900	TCONS_00188105
Potri.006G187300	TCONS_00125973
Potri.003G121000	TCONS_00069843
Potri.016G013100	TCONS_00257324
Potri.012G111600	TCONS_00213015
Potri.017G116000	TCONS_00265631
Potri.010G084100	TCONS_00185657
Potri.012G089000	TCONS_00212260
Potri.002G024400	TCONS_00046646
Potri.006G026700	TCONS_00109453
Potri.019G090700	TCONS_00290220
Potri.T035400	TCONS_00298300
Potri.005G151500	TCONS_00094850
Potri.004G056600	TCONS_00075083
Potri.002G252700	TCONS_00045076
Potri.015G060300	TCONS_00243366
Potri.001G018300	TCONS_00018120
Potri.002G128500	TCONS_00040168
Potri.001G420800	TCONS_00015576
Potri.003G194900	TCONS_00072376
Potri.006G016100	TCONS_00119562
Potri.016G116200	TCONS_00260760
Potri.019G103800	TCONS_00286569
Potri.006G093500	TCONS_00112083
Potri.012G094600	TCONS_00207155
Potri.015G023200	TCONS_00247408
Potri.002G033000	TCONS_00036239
Potri.002G125900	TCONS_00040093
Potri.017G112800	TCONS_00270105
Potri.002G022800	TCONS_00035677
Potri.013G006400	TCONS_00214389
Potri.002G117400	TCONS_00050580
Potri.015G105000	TCONS_00245270
Potri.019G011300	TCONS_00283158
Potri.004G208400	TCONS_00080026
Potri.006G194200	TCONS_00115617
Potri.010G252100	TCONS_00181738
Potri.015G013700	TCONS_00247044
Potri.T039400	TCONS_00298500
Potri.010G062700	TCONS_00184611
Potri.004G151100	TCONS_00086121
Potri.008G103400	TCONS_00154412
Potri.009G070800	TCONS_00168082
Potri.001G145900	TCONS_00022980
Potri.002G062200	TCONS_00048236
Potri.001G162200	TCONS_00023657
Potri.004G067200	TCONS_00083222
Potri.008G060500	TCONS_00143157
Potri.010G059000	TCONS_00173955
Potri.007G019100	TCONS_00135777
Potri.003G137700	TCONS_00061762
Potri.001G416600	TCONS_00015422
Potri.006G275500	TCONS_00129273
Potri.001G118200	TCONS_00004257
Potri.005G112600	TCONS_00102997
Potri.001G273700	TCONS_00010123
Potri.009G049100	TCONS_00167198
Potri.001G452900	TCONS_00016474
Potri.009G164900	TCONS_00171642
Potri.001G235400	TCONS_00026386
Potri.001G111000	TCONS_00003929
Potri.011G022600	TCONS_00198411
Potri.003G018700	TCONS_00065696
Potri.T116600	TCONS_00293764
Potri.017G056400	TCONS_00263531
Potri.012G073700	TCONS_00206259
Potri.006G127200	TCONS_00113263
Potri.019G057500	TCONS_00289084
Potri.011G155700	TCONS_00202979
Potri.005G164700	TCONS_00104898
Potri.001G329900	TCONS_00012240
Potri.004G033900	TCONS_00082080
Potri.016G086400	TCONS_00259697
Potri.001G370500	TCONS_00031224
Potri.018G059100	TCONS_00273749
Potri.006G079900	TCONS_00121865
Potri.010G109500	TCONS_00186706
Potri.006G228900	TCONS_00117065
Potri.003G115600	TCONS_00069610
Potri.008G017300	TCONS_00141346
Potri.T093000	TCONS_00291870
Potri.011G115600	TCONS_00195830
Potri.004G087300	TCONS_00076099
Potri.003G129300	TCONS_00070174
Potri.019G131200	TCONS_00291186
Potri.006G002400	TCONS_00119106
Potri.006G144600	TCONS_00124524
Potri.012G134800	TCONS_00208574
Potri.013G064200	TCONS_00216567
Potri.009G143300	TCONS_00164484
Potri.001G231400	TCONS_00008639
Potri.016G008700	TCONS_00257104
Potri.001G379300	TCONS_00014298
Potri.016G089000	TCONS_00259744
Potri.004G105200	TCONS_00084703
Potri.012G142200	TCONS_00213938
Potri.012G104300	TCONS_00207509
Potri.003G222600	TCONS_00073258
Potri.005G099800	TCONS_00093221
Potri.002G160800	TCONS_00041366
Potri.005G260400	TCONS_00108603
Potri.013G012200	TCONS_00214686
Potri.008G215700	TCONS_00158730
Potri.006G023700	TCONS_00109327
Potri.009G081600	TCONS_00168610
Potri.003G155700	TCONS_00062528
Potri.004G003800	TCONS_00073466
Potri.005G181600	TCONS_00095969
Potri.010G204400	TCONS_00190412
Potri.005G193100	TCONS_00096434
Potri.003G075700	TCONS_00059298
Potri.018G008200	TCONS_00277796
Potri.006G008000	TCONS_00119344
Potri.015G123800	TCONS_00250876
Potri.002G049700	TCONS_00036797
Potri.003G178000	TCONS_00063468
Potri.003G069300	TCONS_00067391
Potri.T070700	TCONS_00301972
Potri.003G183200	TCONS_00063740
Potri.015G118300	TCONS_00250680
Potri.002G055300	TCONS_00047963
Potri.019G064000	TCONS_00289304
Potri.008G182700	TCONS_00157476
Potri.014G088000	TCONS_00236746
Potri.010G202800	TCONS_00179654
Potri.004G167200	TCONS_00078692
Potri.001G065800	TCONS_00002267
Potri.015G002600	TCONS_00241113
Potri.004G202900	TCONS_00087878
Potri.016G091900	TCONS_00254812
Potri.002G104000	TCONS_00039135
Potri.008G127900	TCONS_00145819
Potri.015G004600	TCONS_00241176
Potri.015G121400	TCONS_00250779
Potri.014G195000	TCONS_00233334
Potri.002G089500	TCONS_00038540
Potri.008G142500	TCONS_00155992
Potri.009G009500	TCONS_00159440
Potri.012G043600	TCONS_00210545
Potri.001G400400	TCONS_00014934
Potri.009G054400	TCONS_00167502
Potri.017G026300	TCONS_00262547
Potri.019G035600	TCONS_00288065
Potri.006G262200	TCONS_00128715
Potri.001G104900	TCONS_00003708
Potri.006G086800	TCONS_00122146
Potri.008G000800	TCONS_00150110
Potri.011G156100	TCONS_00203015
Potri.010G042600	TCONS_00173232
Potri.001G150700	TCONS_00023235
Potri.010G002000	TCONS_00171933
Potri.009G151700	TCONS_00171182
Potri.014G040800	TCONS_00234888
Potri.005G036200	TCONS_00100248
Potri.019G052100	TCONS_00284973
Potri.006G130700	TCONS_00123916
Potri.010G029300	TCONS_00183168
Potri.003G014800	TCONS_00065517
Potri.002G079600	TCONS_00048987
Potri.008G123100	TCONS_00155254
Potri.005G109700	TCONS_00102884
Potri.017G135500	TCONS_00270781
Potri.005G004900	TCONS_00099158
Potri.013G046300	TCONS_00215883
Potri.001G140800	TCONS_00005101
Potri.014G176000	TCONS_00232663
Potri.016G053700	TCONS_00258621
Potri.014G167800	TCONS_00232373
Potri.001G213700	TCONS_00025645
Potri.010G034700	TCONS_00172939
Potri.007G136700	TCONS_00140181
Potri.011G040700	TCONS_00193584
Potri.003G138700	TCONS_00061854
Potri.016G015400	TCONS_00257384
Potri.006G211000	TCONS_00126891
Potri.013G074800	TCONS_00217068
Potri.005G100700	TCONS_00102538
Potri.009G121200	TCONS_00170207
Potri.001G211700	TCONS_00025577
Potri.003G102300	TCONS_00060433
Potri.005G080200	TCONS_00101850
Potri.009G052000	TCONS_00161309
Potri.006G222800	TCONS_00127258
Potri.014G042700	TCONS_00234966
Potri.010G194300	TCONS_00189906
Potri.002G221600	TCONS_00054407
Potri.014G118500	TCONS_00237875
Potri.012G038300	TCONS_00210375
Potri.014G121200	TCONS_00230349
Potri.001G316400	TCONS_00011826
Potri.008G210100	TCONS_00158540
Potri.008G042700	TCONS_00142500
Potri.003G169700	TCONS_00063105
Potri.006G062000	TCONS_00121265
Potri.009G094900	TCONS_00162949
Potri.006G185000	TCONS_00125883
Potri.019G054500	TCONS_00288884
Potri.016G110500	TCONS_00255464
Potri.013G042100	TCONS_00215698
Potri.013G131800	TCONS_00219274
Potri.005G239800	TCONS_00098370
Potri.014G127400	TCONS_00230541
Potri.006G178900	TCONS_00115195
Potri.003G030300	TCONS_00066114
Potri.017G096500	TCONS_00264875
Potri.005G225600	TCONS_00097757
Potri.019G079800	TCONS_00289852
Potri.002G223600	TCONS_00043979
Potri.016G011400	TCONS_00257221
Potri.009G118300	TCONS_00163635
Potri.006G213400	TCONS_00116390
Potri.016G119300	TCONS_00260892
Potri.001G043000	TCONS_00001553
Potri.002G256400	TCONS_00055767
Potri.002G016600	TCONS_00035457
Potri.002G144700	TCONS_00040744
Potri.018G024200	TCONS_00272277
Potri.002G202300	TCONS_00043083
Potri.013G127200	TCONS_00219132
Potri.017G011400	TCONS_00266965
Potri.002G157400	TCONS_00052050
Potri.002G263000	TCONS_00045594
Potri.006G187400	TCONS_00115431
Potri.007G033900	TCONS_00136345
Potri.016G114500	TCONS_00255650
Potri.004G061500	TCONS_00075208
Potri.007G046900	TCONS_00136876
Potri.002G031300	TCONS_00036027
Potri.001G417300	TCONS_00032739
Potri.001G160300	TCONS_00023592
Potri.002G111500	TCONS_00039552
Potri.002G182000	TCONS_00052978
Potri.010G056100	TCONS_00184364
Potri.014G190600	TCONS_00233123
Potri.015G103500	TCONS_00245177
Potri.007G010000	TCONS_00130055
Potri.015G147300	TCONS_00251622
Potri.001G013800	TCONS_00017980
Potri.014G086100	TCONS_00228993
Potri.004G068100	TCONS_00083250
Potri.006G093200	TCONS_00122359
Potri.015G060400	TCONS_00248744
Potri.004G144800	TCONS_00085956
Potri.007G034300	TCONS_00136363
Potri.009G065100	TCONS_00167841
Potri.001G466500	TCONS_00017006
Potri.008G197800	TCONS_00158099
Potri.006G024200	TCONS_00109346
Potri.008G066200	TCONS_00152830
Potri.004G067900	TCONS_00083245
Potri.010G059700	TCONS_00184450
Potri.018G083100	TCONS_00280396
Potri.015G020200	TCONS_00241813
Potri.014G115400	TCONS_00230111
Potri.004G199900	TCONS_00079700
Potri.004G013400	TCONS_00081420
Potri.004G071900	TCONS_00083405
Potri.008G162800	TCONS_00156750
Potri.007G042100	TCONS_00136575
Potri.015G057700	TCONS_00248625
Potri.001G450200	TCONS_00033784
Potri.007G039500	TCONS_00136512
Potri.017G146600	TCONS_00266433
Potri.009G168500	TCONS_00171794
Potri.001G264800	TCONS_00009803
Potri.008G118900	TCONS_00155074
Potri.005G110300	TCONS_00102916
Potri.014G055800	TCONS_00235371
Potri.018G138100	TCONS_00282374
Potri.003G090400	TCONS_00068489
Potri.019G051200	TCONS_00284887
Potri.010G130000	TCONS_00187492
Potri.011G127000	TCONS_00201896
Potri.001G117500	TCONS_00004217
Potri.013G155600	TCONS_00219885
Potri.005G119500	TCONS_00103239
Potri.018G092100	TCONS_00275286
Potri.019G068900	TCONS_00289486
Potri.004G097200	TCONS_00076468
Potri.001G243100	TCONS_00026701
Potri.018G146800	TCONS_00282699
Potri.005G075800	TCONS_00101644
Potri.003G220100	TCONS_00064837
Potri.003G148800	TCONS_00062304
Potri.010G188700	TCONS_00189666
Potri.003G095600	TCONS_00060073
Potri.008G138000	TCONS_00146216
Potri.011G010400	TCONS_00198093
Potri.006G116200	TCONS_00123329
Potri.001G309500	TCONS_00028995
Potri.006G000900	TCONS_00119063
Potri.002G185000	TCONS_00053121
Potri.003G096800	TCONS_00060193
Potri.002G236000	TCONS_00044481
Potri.001G092500	TCONS_00003097
Potri.012G144300	TCONS_00208909
Potri.009G036700	TCONS_00166814
Potri.005G187900	TCONS_00105674
Potri.005G116300	TCONS_00103109
Potri.011G087100	TCONS_00200503
Potri.001G300300	TCONS_00011260
Potri.006G154800	TCONS_00124972
Potri.001G372800	TCONS_00014068
Potri.002G139700	TCONS_00051448
Potri.012G104400	TCONS_00212807
Potri.006G039000	TCONS_00109802
Potri.013G059700	TCONS_00222266
Potri.004G160700	TCONS_00086511
Potri.012G119200	TCONS_00213277
Potri.001G094900	TCONS_00021193
Potri.016G084500	TCONS_00254517
Potri.013G010500	TCONS_00220439
Potri.006G233800	TCONS_00127715
Potri.019G131500	TCONS_00291222
Potri.005G217600	TCONS_00097486
Potri.011G097500	TCONS_00195315
Potri.003G062400	TCONS_00067152
Potri.015G127900	TCONS_00245964
Potri.001G082100	TCONS_00002789
Potri.004G005300	TCONS_00081212
Potri.003G163700	TCONS_00062937
Potri.016G089900	TCONS_00254739
Potri.004G058800	TCONS_00075154
Potri.002G015100	TCONS_00046294
Potri.001G061900	TCONS_00019738
Potri.015G051800	TCONS_00242996
Potri.004G078500	TCONS_00083620
Potri.003G069400	TCONS_00067447
Potri.017G129400	TCONS_00266036
Potri.010G204300	TCONS_00190405
Potri.001G073400	TCONS_00020122
Potri.T103400	TCONS_00292763
Potri.003G023700	TCONS_00056955
Potri.008G097600	TCONS_00144833
Potri.010G040100	TCONS_00173049
Potri.007G128200	TCONS_00139698
Potri.010G146100	TCONS_00188028
Potri.004G137000	TCONS_00085667
Potri.001G470800	TCONS_00017221
Potri.015G032800	TCONS_00247690
Potri.003G193500	TCONS_00064056
Potri.003G183900	TCONS_00063755
Potri.002G144800	TCONS_00051618
Potri.017G031800	TCONS_00267506
Potri.011G139100	TCONS_00196712
Potri.002G055400	TCONS_00047991
Potri.005G024100	TCONS_00090482
Potri.001G078400	TCONS_00020369
Potri.003G104000	TCONS_00060496
