Potri.010G030200	TCONS_00183198
Potri.018G066500	TCONS_00279855
Potri.014G118100	TCONS_00237858
Potri.007G021800	TCONS_00135888
Potri.007G021800	TCONS_00135882
Potri.007G021800	TCONS_00135881
Potri.010G171600	TCONS_00178115
Potri.016G127600	TCONS_00261105
Potri.001G332500	TCONS_00029724
Potri.016G139500	TCONS_00261423
Potri.007G050800	TCONS_00131502
Potri.016G139500	TCONS_00261424
Potri.004G162800	TCONS_00078609
Potri.001G443600	TCONS_00033638
Potri.004G067400	TCONS_00083229
Potri.004G162800	TCONS_00078600
Potri.004G162800	TCONS_00078602
Potri.004G067200	TCONS_00083222
Potri.005G245100	TCONS_00098504
Potri.005G245100	TCONS_00098505
Potri.007G017100	TCONS_00130451
Potri.007G063300	TCONS_00137482
Potri.010G099000	TCONS_00175447
Potri.007G017300	TCONS_00130456
Potri.007G017200	TCONS_00130454
Potri.012G035800	TCONS_00210327
Potri.002G074900	TCONS_00048782
Potri.012G036000	TCONS_00210328
Potri.010G120000	TCONS_00176183
Potri.016G138800	TCONS_00261392
Potri.010G120200	TCONS_00176185
Potri.012G129700	TCONS_00213662
Potri.012G129700	TCONS_00213660
Potri.010G033000	TCONS_00172873
Potri.010G033000	TCONS_00172875
XLOC_046720	TCONS_00172879
Potri.009G033400	TCONS_00166710
Potri.003G003200	TCONS_00056129
Potri.006G102000	TCONS_00122665
Potri.006G102000	TCONS_00122664
Potri.009G111200	TCONS_00169651
Potri.006G102000	TCONS_00122660
Potri.013G072700	TCONS_00222780
Potri.002G250200	TCONS_00045004
Potri.010G054600	TCONS_00173698
Potri.002G250100	TCONS_00045002
XLOC_012943	TCONS_00045001
XLOC_084982	TCONS_00297561
XLOC_084981	TCONS_00297560
Potri.003G195400	TCONS_00072385
Potri.003G195300	TCONS_00072380
Potri.003G195300	TCONS_00072381
Potri.017G092000	TCONS_00269556
Potri.006G110000	TCONS_00112598
Potri.001G098600	TCONS_00003331
Potri.001G282500	TCONS_00028150
Potri.001G282500	TCONS_00028153
XLOC_067257	TCONS_00247138
XLOC_067256	TCONS_00247137
Potri.007G057200	TCONS_00137224
Potri.015G016500	TCONS_00247135
Potri.001G451800	TCONS_00033816
Potri.007G057200	TCONS_00137221
Potri.007G057200	TCONS_00137220
Potri.001G463800	TCONS_00034366
Potri.004G206300	TCONS_00079955
Potri.T093400	TCONS_00291927
Potri.004G206300	TCONS_00079953
Potri.001G463800	TCONS_00034360
Potri.006G144000	TCONS_00124505
Potri.006G144000	TCONS_00124506
Potri.001G209800	TCONS_00025464
Potri.018G065200	TCONS_00274025
Potri.005G211400	TCONS_00097211
Potri.005G211400	TCONS_00097210
Potri.005G211400	TCONS_00097213
Potri.005G211400	TCONS_00097212
Potri.005G211400	TCONS_00097214
Potri.010G014300	TCONS_00172257
Potri.005G148800	TCONS_00094744
Potri.005G148800	TCONS_00094742
Potri.005G148800	TCONS_00094743
Potri.013G042800	TCONS_00221759
Potri.018G013700	TCONS_00271756
Potri.006G111400	TCONS_00123048
Potri.003G181400	TCONS_00063694
Potri.009G073300	TCONS_00162125
Potri.009G073300	TCONS_00162126
Potri.008G045200	TCONS_00151791
XLOC_059043	TCONS_00217966
Potri.003G005500	TCONS_00065225
Potri.009G073400	TCONS_00162129
Potri.003G005500	TCONS_00065227
Potri.018G001800	TCONS_00277537
Potri.019G085100	TCONS_00285971
XLOC_038173	TCONS_00137902
Potri.007G035200	TCONS_00130995
Potri.004G202500	TCONS_00087839
Potri.005G082000	TCONS_00092592
Potri.013G011900	TCONS_00220493
Potri.005G082000	TCONS_00092599
Potri.004G227600	TCONS_00088821
Potri.005G100200	TCONS_00093243
Potri.005G100200	TCONS_00093240
Potri.005G100200	TCONS_00093241
Potri.005G135500	TCONS_00094298
Potri.005G135500	TCONS_00094299
Potri.011G059800	TCONS_00194150
Potri.002G101200	TCONS_00049818
Potri.001G187000	TCONS_00007056
Potri.001G187000	TCONS_00007054
XLOC_016212	TCONS_00057384
Potri.002G196700	TCONS_00042842
Potri.010G161600	TCONS_00177754
Potri.003G030500	TCONS_00057381
Potri.012G087100	TCONS_00212210
Potri.012G087100	TCONS_00212211
Potri.010G154000	TCONS_00188365
Potri.012G087100	TCONS_00212214
Potri.006G178700	TCONS_00125679
Potri.006G178700	TCONS_00125678
Potri.013G071900	TCONS_00222756
Potri.006G178700	TCONS_00125677
Potri.001G185100	TCONS_00006905
Potri.006G263200	TCONS_00128747
Potri.008G187200	TCONS_00157698
XLOC_057073	TCONS_00210600
Potri.019G127300	TCONS_00291071
Potri.006G235100	TCONS_00127746
Potri.006G235100	TCONS_00127745
Potri.019G127600	TCONS_00291075
Potri.019G127600	TCONS_00291074
Potri.006G044100	TCONS_00120533
Potri.019G127900	TCONS_00291079
XLOC_058592	TCONS_00216298
Potri.017G127100	TCONS_00265897
Potri.008G033000	TCONS_00151224
Potri.003G197400	TCONS_00064176
Potri.009G145800	TCONS_00164602
Potri.003G197400	TCONS_00064174
Potri.003G197400	TCONS_00064175
Potri.003G197400	TCONS_00064173
Potri.003G197400	TCONS_00064170
Potri.003G197500	TCONS_00064178
Potri.002G142600	TCONS_00051552
Potri.002G006200	TCONS_00035104
Potri.002G006200	TCONS_00035107
Potri.003G087600	TCONS_00059766
Potri.003G087600	TCONS_00059765
Potri.007G112300	TCONS_00133833
Potri.006G103700	TCONS_00112399
Potri.009G110100	TCONS_00163385
Potri.009G110100	TCONS_00163384
Potri.009G110000	TCONS_00163383
Potri.009G109800	TCONS_00163382
Potri.001G347900	TCONS_00012991
Potri.015G106600	TCONS_00250360
Potri.001G466500	TCONS_00016985
Potri.010G125900	TCONS_00176403
Potri.013G104200	TCONS_00218359
Potri.013G104200	TCONS_00218358
Potri.006G225900	TCONS_00116893
Potri.006G042600	TCONS_00110011
Potri.015G007300	TCONS_00241266
Potri.015G007300	TCONS_00241263
Potri.006G225900	TCONS_00116894
Potri.003G081600	TCONS_00059499
Potri.013G062400	TCONS_00222434
Potri.003G081100	TCONS_00059491
Potri.006G279900	TCONS_00118942
Potri.003G081600	TCONS_00059495
Potri.006G279900	TCONS_00118946
Potri.001G348700	TCONS_00013025
Potri.006G234800	TCONS_00117414
Potri.001G402000	TCONS_00014991
Potri.006G234800	TCONS_00117417
XLOC_051627	TCONS_00193315
Potri.008G002300	TCONS_00150176
Potri.009G002000	TCONS_00165551
Potri.009G002100	TCONS_00165553
Potri.009G002100	TCONS_00165554
Potri.010G171300	TCONS_00189104
Potri.002G038800	TCONS_00036457
Potri.002G038800	TCONS_00036454
Potri.014G125800	TCONS_00238104
Potri.014G126100	TCONS_00238107
Potri.001G405500	TCONS_00015077
Potri.008G054100	TCONS_00152291
Potri.014G126100	TCONS_00238109
Potri.008G054100	TCONS_00152290
Potri.006G065800	TCONS_00121372
Potri.T045100	TCONS_00299321
Potri.003G174800	TCONS_00063337
XLOC_086069	TCONS_00299329
Potri.003G174800	TCONS_00063338
Potri.003G107800	TCONS_00060679
Potri.018G037500	TCONS_00272806
Potri.002G248800	TCONS_00055524
Potri.003G107700	TCONS_00060676
Potri.013G118500	TCONS_00218829
Potri.016G114700	TCONS_00255665
Potri.007G018300	TCONS_00130484
Potri.013G118000	TCONS_00218820
Potri.001G338900	TCONS_00029945
Potri.001G338900	TCONS_00029946
Potri.001G338900	TCONS_00029943
Potri.010G100600	TCONS_00175497
Potri.001G338900	TCONS_00029949
Potri.006G063400	TCONS_00110822
Potri.006G063400	TCONS_00110823
Potri.006G063400	TCONS_00110824
Potri.010G044100	TCONS_00173296
Potri.006G063500	TCONS_00110827
Potri.006G063500	TCONS_00110828
Potri.006G085700	TCONS_00122079
Potri.010G069000	TCONS_00174390
Potri.016G110100	TCONS_00255459
Potri.014G156400	TCONS_00239274
XLOC_064993	TCONS_00239279
Potri.013G044000	TCONS_00215794
Potri.012G106200	TCONS_00212867
Potri.011G166800	TCONS_00197549
Potri.008G179100	TCONS_00157335
Potri.008G179100	TCONS_00157339
Potri.003G088400	TCONS_00068403
Potri.011G166400	TCONS_00197540
Potri.006G036800	TCONS_00120294
Potri.003G088500	TCONS_00068407
Potri.011G166700	TCONS_00197544
Potri.001G265200	TCONS_00009844
Potri.010G223500	TCONS_00191269
Potri.011G111400	TCONS_00195728
Potri.008G073100	TCONS_00153147
Potri.004G045300	TCONS_00074729
Potri.012G105300	TCONS_00207574
Potri.008G109300	TCONS_00154671
Potri.008G109300	TCONS_00154670
Potri.004G044700	TCONS_00074720
Potri.004G044800	TCONS_00074724
Potri.001G398600	TCONS_00014849
Potri.001G014000	TCONS_00000520
Potri.001G398100	TCONS_00014843
Potri.012G074800	TCONS_00206300
Potri.001G398100	TCONS_00014844
Potri.003G222800	TCONS_00064956
Potri.011G119500	TCONS_00195944
Potri.011G119500	TCONS_00195946
Potri.011G119500	TCONS_00195942
Potri.016G059800	TCONS_00253531
Potri.011G119500	TCONS_00195949
Potri.016G052700	TCONS_00258569
Potri.005G141100	TCONS_00104157
Potri.005G140900	TCONS_00104151
Potri.005G141100	TCONS_00104153
Potri.013G022500	TCONS_00220872
Potri.008G100700	TCONS_00144959
Potri.010G174800	TCONS_00189201
Potri.005G102800	TCONS_00102656
Potri.005G209800	TCONS_00097154
Potri.005G209800	TCONS_00097152
Potri.005G209800	TCONS_00097153
Potri.013G047300	TCONS_00215962
Potri.005G209800	TCONS_00097151
Potri.017G125100	TCONS_00270499
Potri.009G017400	TCONS_00166140
Potri.009G017400	TCONS_00166146
Potri.009G017400	TCONS_00166147
Potri.018G123500	TCONS_00276220
Potri.016G071900	TCONS_00259213
Potri.T060000	TCONS_00300853
Potri.005G150300	TCONS_00104481
Potri.006G197900	TCONS_00115706
Potri.006G197700	TCONS_00115700
Potri.008G073100	TCONS_00153143
Potri.012G129700	TCONS_00213659
Potri.014G031900	TCONS_00226842
Potri.009G009500	TCONS_00159442
Potri.008G002900	TCONS_00140729
Potri.016G072100	TCONS_00259219
Potri.008G180000	TCONS_00148096
Potri.002G098100	TCONS_00038889
Potri.012G073300	TCONS_00206224
Potri.010G143000	TCONS_00187963
Potri.002G097800	TCONS_00038883
Potri.002G097800	TCONS_00038882
Potri.014G075700	TCONS_00236236
Potri.014G096000	TCONS_00229394
Potri.014G096000	TCONS_00229393
Potri.010G047200	TCONS_00184001
Potri.006G138500	TCONS_00113702
Potri.006G138700	TCONS_00113706
Potri.006G138800	TCONS_00113707
Potri.008G128900	TCONS_00155472
Potri.010G047200	TCONS_00184005
Potri.010G240300	TCONS_00192040
Potri.001G322900	TCONS_00012032
Potri.001G466500	TCONS_00017002
Potri.001G466500	TCONS_00017004
Potri.001G466500	TCONS_00017005
Potri.001G466500	TCONS_00017006
Potri.019G050500	TCONS_00284800
Potri.015G068300	TCONS_00243696
Potri.008G091200	TCONS_00144380
Potri.008G091200	TCONS_00144381
Potri.008G121300	TCONS_00155209
Potri.008G121300	TCONS_00155208
Potri.017G125400	TCONS_00270513
Potri.008G121100	TCONS_00155206
Potri.017G125300	TCONS_00270511
Potri.017G125300	TCONS_00270510
Potri.008G121100	TCONS_00155203
Potri.008G121000	TCONS_00155202
Potri.008G121000	TCONS_00155201
Potri.008G121000	TCONS_00155200
Potri.001G154700	TCONS_00023372
Potri.010G092200	TCONS_00185972
Potri.010G092200	TCONS_00185973
XLOC_076079	TCONS_00276112
Potri.017G058200	TCONS_00268352
Potri.005G249900	TCONS_00108108
Potri.005G249900	TCONS_00108109
Potri.017G058500	TCONS_00268358
Potri.005G249800	TCONS_00108104
Potri.005G179600	TCONS_00105357
Potri.005G179200	TCONS_00105350
Potri.018G141700	TCONS_00276917
Potri.005G118300	TCONS_00103218
Potri.018G141600	TCONS_00276911
Potri.018G141600	TCONS_00276910
Potri.013G160100	TCONS_00225523
Potri.010G092500	TCONS_00185979
Potri.013G125700	TCONS_00224574
Potri.010G067900	TCONS_00184882
Potri.008G010400	TCONS_00141091
Potri.008G010400	TCONS_00141096
Potri.004G103800	TCONS_00084619
Potri.014G110500	TCONS_00237545
Potri.004G103800	TCONS_00084615
Potri.004G103800	TCONS_00084617
Potri.011G021000	TCONS_00198372
Potri.001G189500	TCONS_00007094
Potri.019G091500	TCONS_00290234
Potri.011G057300	TCONS_00199468
Potri.017G116800	TCONS_00265664
Potri.001G053400	TCONS_00019361
Potri.001G053400	TCONS_00019360
Potri.010G130000	TCONS_00187493
XLOC_043072	TCONS_00158899
Potri.004G233900	TCONS_00089195
Potri.002G119400	TCONS_00039823
Potri.004G233900	TCONS_00089197
Potri.002G119400	TCONS_00039821
Potri.004G233400	TCONS_00089190
Potri.018G007400	TCONS_00271640
Potri.002G119800	TCONS_00039828
Potri.004G086000	TCONS_00076019
Potri.001G130200	TCONS_00022422
Potri.001G130200	TCONS_00022420
Potri.014G165300	TCONS_00239650
Potri.001G372800	TCONS_00014068
Potri.018G126600	TCONS_00281979
Potri.001G049100	TCONS_00019094
Potri.001G049100	TCONS_00019097
Potri.005G167800	TCONS_00104976
Potri.005G167800	TCONS_00104975
Potri.016G118300	TCONS_00260838
Potri.005G167700	TCONS_00104971
Potri.005G167700	TCONS_00104970
Potri.015G080400	TCONS_00249496
Potri.016G118300	TCONS_00260834
Potri.007G021400	TCONS_00130613
Potri.014G035900	TCONS_00227006
Potri.001G399100	TCONS_00032072
Potri.014G035700	TCONS_00227003
Potri.004G042500	TCONS_00082514
Potri.004G042500	TCONS_00082516
Potri.004G042600	TCONS_00082517
Potri.007G093200	TCONS_00138443
XLOC_025502	TCONS_00090272
Potri.007G093200	TCONS_00138449
XLOC_042869	TCONS_00158381
Potri.003G110000	TCONS_00069412
Potri.002G023500	TCONS_00046594
Potri.001G236100	TCONS_00026420
Potri.003G110000	TCONS_00069411
Potri.005G011300	TCONS_00099374
Potri.001G236300	TCONS_00026429
Potri.002G023500	TCONS_00046596
Potri.003G218600	TCONS_00073143
Potri.003G218600	TCONS_00073142
Potri.003G218600	TCONS_00073141
Potri.003G218600	TCONS_00073140
XLOC_066051	TCONS_00242862
XLOC_071695	TCONS_00262472
Potri.015G048300	TCONS_00242860
Potri.010G200500	TCONS_00179569
Potri.015G048900	TCONS_00242868
Potri.010G090000	TCONS_00185823
Potri.001G150800	TCONS_00023237
Potri.008G033900	TCONS_00142017
Potri.005G232700	TCONS_00107442
Potri.005G232700	TCONS_00107443
Potri.006G136300	TCONS_00113594
Potri.008G052700	TCONS_00152175
Potri.019G042100	TCONS_00284170
Potri.006G085600	TCONS_00111832
Potri.006G136300	TCONS_00113596
Potri.006G085600	TCONS_00111835
Potri.014G115000	TCONS_00230099
XLOC_062537	TCONS_00230092
Potri.014G114900	TCONS_00230093
Potri.001G413500	TCONS_00015338
Potri.001G413700	TCONS_00015339
Potri.005G080100	TCONS_00101846
Potri.013G113900	TCONS_00224182
Potri.009G060600	TCONS_00167672
Potri.014G142000	TCONS_00238665
Potri.001G413500	TCONS_00015336
Potri.001G033200	TCONS_00018571
Potri.018G149800	TCONS_00282777
Potri.001G033200	TCONS_00018573
Potri.014G190300	TCONS_00240654
Potri.011G104300	TCONS_00195512
Potri.003G113400	TCONS_00060951
XLOC_083838	TCONS_00295592
Potri.009G060600	TCONS_00167675
Potri.007G039500	TCONS_00136512
Potri.013G046300	TCONS_00215883
XLOC_051011	TCONS_00190908
Potri.018G140200	TCONS_00282485
Potri.002G202300	TCONS_00043081
Potri.018G091500	TCONS_00280735
Potri.002G202300	TCONS_00043083
Potri.018G091500	TCONS_00280737
Potri.018G091400	TCONS_00280731
Potri.015G137500	TCONS_00246195
Potri.002G170500	TCONS_00041814
Potri.008G156500	TCONS_00147141
Potri.014G066800	TCONS_00235781
Potri.014G066800	TCONS_00235782
Potri.001G073400	TCONS_00020115
Potri.001G073400	TCONS_00020113
Potri.002G001100	TCONS_00034892
Potri.018G016000	TCONS_00278048
Potri.018G074100	TCONS_00274423
Potri.019G074600	TCONS_00289644
Potri.018G074400	TCONS_00274428
Potri.004G013600	TCONS_00073851
Potri.004G013600	TCONS_00073853
Potri.018G108300	TCONS_00275776
Potri.018G108300	TCONS_00275777
Potri.004G176400	TCONS_00086987
Potri.010G229700	TCONS_00180997
Potri.001G195900	TCONS_00007292
Potri.001G196100	TCONS_00007293
Potri.011G002900	TCONS_00197896
Potri.015G053100	TCONS_00243095
Potri.008G148100	TCONS_00146815
Potri.008G148100	TCONS_00146811
Potri.011G098600	TCONS_00200954
Potri.008G029300	TCONS_00141841
Potri.011G098600	TCONS_00200953
Potri.019G072900	TCONS_00285644
Potri.T093900	TCONS_00291993
Potri.007G021000	TCONS_00135866
Potri.019G132300	TCONS_00291271
Potri.019G132300	TCONS_00291270
Potri.002G024200	TCONS_00035762
Potri.009G026200	TCONS_00160443
Potri.004G184500	TCONS_00079284
Potri.004G184500	TCONS_00079285
Potri.004G184700	TCONS_00079289
Potri.010G234200	TCONS_00191742
Potri.013G047200	TCONS_00215957
Potri.018G070600	TCONS_00274287
Potri.014G162600	TCONS_00232253
Potri.018G070500	TCONS_00274280
Potri.001G264100	TCONS_00027465
Potri.001G264100	TCONS_00027467
Potri.002G011800	TCONS_00035342
Potri.001G263900	TCONS_00027463
Potri.001G263900	TCONS_00027462
Potri.001G344400	TCONS_00030191
Potri.001G344400	TCONS_00030190
Potri.001G344400	TCONS_00030192
Potri.001G344600	TCONS_00030197
Potri.001G344600	TCONS_00030196
Potri.004G173200	TCONS_00078887
Potri.004G173200	TCONS_00078886
Potri.004G173200	TCONS_00078885
Potri.014G018700	TCONS_00226423
Potri.001G055300	TCONS_00001925
Potri.015G043000	TCONS_00248090
Potri.001G406200	TCONS_00032386
Potri.004G201800	TCONS_00079750
Potri.006G221900	TCONS_00127232
Potri.001G406500	TCONS_00032387
Potri.001G378900	TCONS_00014284
Potri.010G092300	TCONS_00175222
Potri.003G168800	TCONS_00071561
Potri.016G071500	TCONS_00254061
Potri.001G351400	TCONS_00030449
Potri.014G042300	TCONS_00234958
Potri.001G351000	TCONS_00030443
Potri.014G042000	TCONS_00234951
Potri.014G042300	TCONS_00234956
Potri.014G042300	TCONS_00234955
Potri.001G351000	TCONS_00030444
Potri.018G100400	TCONS_00275489
Potri.015G043000	TCONS_00248098
Potri.018G100200	TCONS_00275482
Potri.018G100200	TCONS_00275480
Potri.018G100200	TCONS_00275481
Potri.018G100300	TCONS_00275486
Potri.018G100300	TCONS_00275485
Potri.002G103700	TCONS_00039126
Potri.002G103600	TCONS_00039123
XLOC_004836	TCONS_00016278
Potri.015G029000	TCONS_00242115
XLOC_060948	TCONS_00224496
Potri.012G005500	TCONS_00209149
Potri.002G074400	TCONS_00037877
Potri.002G074400	TCONS_00037876
Potri.002G074400	TCONS_00037878
Potri.001G175600	TCONS_00006657
Potri.019G043300	TCONS_00288397
Potri.001G175400	TCONS_00006654
Potri.011G123700	TCONS_00201773
Potri.001G175400	TCONS_00006652
Potri.010G179400	TCONS_00189349
Potri.018G027800	TCONS_00278553
Potri.010G179400	TCONS_00189345
Potri.010G179000	TCONS_00189341
Potri.001G175600	TCONS_00006658
Potri.012G142800	TCONS_00208815
Potri.012G142800	TCONS_00208814
Potri.010G232800	TCONS_00181118
Potri.010G232800	TCONS_00181119
Potri.004G125400	TCONS_00085205
Potri.004G125400	TCONS_00085207
Potri.005G203600	TCONS_00106243
Potri.002G047100	TCONS_00036696
Potri.002G047100	TCONS_00036697
Potri.015G098300	TCONS_00245009
Potri.002G047100	TCONS_00036693
Potri.016G076400	TCONS_00254227
Potri.015G033200	TCONS_00247719
Potri.008G190000	TCONS_00148507
Potri.008G189900	TCONS_00148504
Potri.008G189900	TCONS_00148505
Potri.013G005500	TCONS_00214339
Potri.008G189900	TCONS_00148503
Potri.008G189900	TCONS_00148501
Potri.004G099500	TCONS_00084435
Potri.015G094600	TCONS_00250001
Potri.015G094800	TCONS_00250007
Potri.015G094800	TCONS_00250006
Potri.015G094800	TCONS_00250005
Potri.018G034200	TCONS_00278753
Potri.008G118800	TCONS_00145562
Potri.015G095000	TCONS_00250009
Potri.016G076400	TCONS_00254222
Potri.003G186600	TCONS_00072039
Potri.013G068600	TCONS_00216797
Potri.004G105600	TCONS_00084712
Potri.008G205600	TCONS_00149453
Potri.003G186400	TCONS_00072032
Potri.001G253600	TCONS_00009479
Potri.003G186400	TCONS_00072034
Potri.013G156500	TCONS_00225416
Potri.003G186600	TCONS_00072036
Potri.010G075000	TCONS_00174577
Potri.009G119900	TCONS_00163679
Potri.006G229600	TCONS_00117102
Potri.019G018500	TCONS_00283418
Potri.008G198300	TCONS_00158135
Potri.019G018500	TCONS_00283417
Potri.012G014000	TCONS_00209387
Potri.010G064900	TCONS_00184699
Potri.002G059300	TCONS_00037257
Potri.002G226000	TCONS_00044047
Potri.002G226200	TCONS_00044048
Potri.002G226200	TCONS_00044049
XLOC_065712	TCONS_00241654
Potri.015G069200	TCONS_00249069
Potri.003G043300	TCONS_00057876
Potri.003G043300	TCONS_00057870
XLOC_065712	TCONS_00241653
Potri.014G076300	TCONS_00228524
Potri.004G211000	TCONS_00088246
Potri.004G210800	TCONS_00088243
Potri.004G210800	TCONS_00088240
Potri.004G210600	TCONS_00088241
Potri.013G133700	TCONS_00219314
Potri.013G133700	TCONS_00219315
Potri.005G202300	TCONS_00106181
Potri.004G102400	TCONS_00084555
Potri.005G202400	TCONS_00106184
Potri.004G102400	TCONS_00084553
Potri.005G202700	TCONS_00106187
Potri.009G101200	TCONS_00169280
XLOC_047850	TCONS_00177178
Potri.004G058000	TCONS_00082895
XLOC_047850	TCONS_00177173
Potri.004G058000	TCONS_00082896
Potri.004G057500	TCONS_00082891
XLOC_047850	TCONS_00177176
Potri.012G094400	TCONS_00212470
Potri.T137400	TCONS_00297117
Potri.012G094700	TCONS_00212475
Potri.015G071800	TCONS_00243878
Potri.015G062100	TCONS_00243437
Potri.012G094800	TCONS_00212479
XLOC_066347	TCONS_00243874
Potri.015G071500	TCONS_00243870
Potri.016G025500	TCONS_00252457
Potri.010G253700	TCONS_00181809
Potri.016G002400	TCONS_00251756
Potri.014G156000	TCONS_00239260
Potri.016G083900	TCONS_00259565
Potri.008G132500	TCONS_00146033
Potri.008G132500	TCONS_00146035
Potri.018G114700	TCONS_00281688
Potri.002G193400	TCONS_00042675
Potri.002G193400	TCONS_00042674
Potri.011G155200	TCONS_00202947
Potri.011G155200	TCONS_00202946
Potri.015G075000	TCONS_00244060
Potri.002G193400	TCONS_00042673
Potri.002G193400	TCONS_00042672
Potri.017G049200	TCONS_00263311
Potri.006G247400	TCONS_00117891
Potri.006G247500	TCONS_00117893
Potri.012G103400	TCONS_00212782
Potri.010G159400	TCONS_00188642
Potri.013G025900	TCONS_00215171
Potri.001G020300	TCONS_00000724
Potri.002G144700	TCONS_00040744
Potri.001G020300	TCONS_00000721
Potri.001G020300	TCONS_00000720
Potri.002G046300	TCONS_00047533
Potri.002G144000	TCONS_00040740
Potri.002G046300	TCONS_00047538
XLOC_065380	TCONS_00240525
Potri.016G086400	TCONS_00259698
XLOC_065380	TCONS_00240527
XLOC_065380	TCONS_00240526
Potri.017G097100	TCONS_00264895
Potri.009G084600	TCONS_00168731
Potri.018G114700	TCONS_00281687
Potri.015G144200	TCONS_00251498
XLOC_065382	TCONS_00240529
Potri.016G086400	TCONS_00259697
Potri.015G056000	TCONS_00248546
Potri.001G121400	TCONS_00004400
Potri.T136200	TCONS_00296888
Potri.010G014600	TCONS_00182507
Potri.001G121400	TCONS_00004404
Potri.003G179100	TCONS_00071826
Potri.007G019500	TCONS_00130554
Potri.007G019500	TCONS_00130552
Potri.011G148100	TCONS_00196967
Potri.002G062500	TCONS_00048247
Potri.002G062500	TCONS_00048248
Potri.007G047400	TCONS_00136891
Potri.010G040600	TCONS_00173080
Potri.005G215800	TCONS_00097393
Potri.016G132000	TCONS_00261217
Potri.001G325400	TCONS_00029432
Potri.001G325400	TCONS_00029433
Potri.016G132000	TCONS_00261218
Potri.012G134300	TCONS_00213780
Potri.003G001000	TCONS_00056089
Potri.012G134500	TCONS_00213787
XLOC_015779	TCONS_00056082
Potri.003G001000	TCONS_00056087
Potri.005G119200	TCONS_00093895
Potri.010G034700	TCONS_00172939
Potri.009G137000	TCONS_00170685
Potri.018G103200	TCONS_00275566
Potri.010G044900	TCONS_00173336
Potri.010G015200	TCONS_00172334
Potri.013G152400	TCONS_00225307
Potri.009G035900	TCONS_00166784
Potri.005G076400	TCONS_00092412
Potri.001G447300	TCONS_00016319
Potri.012G121700	TCONS_00213438
XLOC_018847	TCONS_00066945
Potri.013G070700	TCONS_00222722
Potri.012G121700	TCONS_00213435
Potri.012G121700	TCONS_00213434
Potri.015G122500	TCONS_00245826
Potri.007G029700	TCONS_00130819
Potri.010G026800	TCONS_00172685
Potri.010G026900	TCONS_00172686
Potri.010G026900	TCONS_00172687
Potri.016G013400	TCONS_00257341
Potri.016G013400	TCONS_00257342
Potri.016G014100	TCONS_00257346
Potri.010G176400	TCONS_00178411
Potri.008G128000	TCONS_00145827
Potri.001G081300	TCONS_00002765
Potri.001G081300	TCONS_00002764
Potri.017G078000	TCONS_00264211
Potri.016G120500	TCONS_00255856
Potri.014G131200	TCONS_00230767
XLOC_052479	TCONS_00195430
Potri.011G101800	TCONS_00195438
Potri.006G251700	TCONS_00118040
Potri.006G251800	TCONS_00118046
Potri.006G251800	TCONS_00118044
Potri.009G168500	TCONS_00171797
Potri.017G078000	TCONS_00264210
Potri.009G168500	TCONS_00171794
Potri.011G151600	TCONS_00202804
Potri.018G020800	TCONS_00278261
Potri.009G071700	TCONS_00162085
Potri.009G071700	TCONS_00162084
Potri.006G150000	TCONS_00124719
Potri.014G138200	TCONS_00238511
Potri.T171800	TCONS_00291658
Potri.006G150000	TCONS_00124715
Potri.006G150000	TCONS_00124714
Potri.006G150000	TCONS_00124717
Potri.006G082100	TCONS_00121947
Potri.001G073300	TCONS_00002496
Potri.008G069000	TCONS_00152940
XLOC_008232	TCONS_00028471
Potri.006G203200	TCONS_00126629
Potri.012G014000	TCONS_00209389
Potri.010G042200	TCONS_00183842
Potri.014G078000	TCONS_00228608
Potri.009G056700	TCONS_00167567
Potri.009G056700	TCONS_00167566
Potri.010G042200	TCONS_00183843
Potri.009G056700	TCONS_00167568
Potri.002G105900	TCONS_00050030
Potri.005G178900	TCONS_00095822
Potri.010G042200	TCONS_00183841
Potri.002G106200	TCONS_00050036
Potri.017G112200	TCONS_00265461
Potri.003G025200	TCONS_00057028
Potri.003G025200	TCONS_00057029
Potri.017G112200	TCONS_00265467
Potri.017G112200	TCONS_00265466
Potri.003G065500	TCONS_00067301
Potri.003G065500	TCONS_00067302
Potri.002G175000	TCONS_00052769
Potri.013G107900	TCONS_00223922
Potri.003G082200	TCONS_00059519
Potri.003G065600	TCONS_00067307
Potri.002G175000	TCONS_00052767
Potri.017G042200	TCONS_00267820
Potri.007G078600	TCONS_00132790
Potri.002G041300	TCONS_00047299
Potri.001G338200	TCONS_00012548
Potri.015G131200	TCONS_00246039
Potri.015G131200	TCONS_00246038
Potri.001G338000	TCONS_00012542
Potri.012G021800	TCONS_00209807
Potri.001G342300	TCONS_00012664
XLOC_003509	TCONS_00012546
Potri.002G041200	TCONS_00047297
Potri.012G011600	TCONS_00203843
Potri.006G145200	TCONS_00113987
Potri.015G040200	TCONS_00248030
Potri.012G011600	TCONS_00203845
Potri.001G377500	TCONS_00014261
Potri.015G041600	TCONS_00248039
Potri.001G377800	TCONS_00014262
Potri.001G377800	TCONS_00014265
Potri.006G145200	TCONS_00113988
Potri.001G377800	TCONS_00014266
Potri.016G030400	TCONS_00252617
Potri.011G070900	TCONS_00194473
Potri.016G071500	TCONS_00254060
Potri.016G071600	TCONS_00254063
Potri.013G155100	TCONS_00219875
Potri.011G070900	TCONS_00194476
Potri.013G155100	TCONS_00219877
